CN,JAC,AA,PA,TN,PG,Katz,Random Walk with Restart,label
0,0.0,0.0,128,24,-11.351582159833026,6.6669645452808595e-06,-9.127209689852226,0
1,0.02857142857142857,0.3459097877377601,243,35,-10.980807878218304,0.00013346026423871713,-8.817458004868527,0
2,0.10526315789473684,0.5761562804010045,68,19,-11.857348801483615,0.00022425521177177018,-8.744858725964122,0
0,0.0,0.0,15,16,-12.237213528849956,2.2840082255645374e-06,-9.046557304409891,0
4,0.13333333333333333,1.2260374373897107,253,30,-10.981504473905849,0.00045368313391765645,-8.6031810539037,0
5,0.17857142857142858,1.8288451137144557,272,28,-10.805827439836246,0.0005256842431166038,-8.320467603479996,0
0,0.0,0.0,48,16,-11.986223428800763,9.253614673398595e-06,-9.01366753310013,0
1,0.07142857142857142,0.27903368688112073,44,14,-12.055305226556968,0.00011276273614914582,-8.900948834599284,0
0,0.0,0.0,112,23,-11.407996536948517,1.141927319715837e-05,-8.962268163327414,0
0,0.0,0.0,180,27,-11.203017921533263,1.506262680934328e-05,-8.96884060936009,0
0,0.0,0.0,216,30,-11.21831869960305,4.947268155663811e-05,-8.962179147703509,0
0,0.0,0.0,80,18,-11.784185657799412,1.0997520460468187e-05,-9.067672696917562,0
0,0.0,0.0,14,9,-12.446229144560636,2.186503739696858e-06,-9.162633588150083,0
0,0.0,0.0,24,10,-12.362768377198623,5.368515461864705e-06,-9.14289159339022,0
1,0.07142857142857142,0.2969438011153272,44,14,-11.910747000547751,0.00010610724964595592,-8.877395671148266,0
0,0.0,0.0,143,24,-11.19618780606546,8.33656519735349e-06,-9.10290995253061,0
0,0.0,0.0,4,5,-12.92074616895352,1.0092254477601241e-07,-9.17657322392851,0
1,0.047619047619047616,0.3337525099544466,117,21,-11.524117760716113,0.00012153100299594243,-8.801249143467906,0
0,0.0,0.0,164,45,-10.867744804045284,1.4416428703641595e-06,-9.0578336343841,0
0,0.0,0.0,70,17,-11.746645209159059,3.3759155250389513e-06,-9.140049865794502,0
2,0.06896551724137931,0.5693342983178403,238,29,-11.063941149031429,0.00023815065969788797,-8.8683852307598,0
1,0.05555555555555555,0.2692648252676977,88,18,-11.661004333305149,0.000123070126437832,-8.91258127708154,0
0,0.0,0.0,48,14,-11.968104833369011,2.7324555583219813e-07,-9.168701668833819,0
0,0.0,0.0,14,15,-12.277520192859122,2.3281175877132574e-06,-9.100440507325228,0
1,0.027777777777777776,0.21036349912285582,322,36,-10.831664911442088,0.00012517106044628452,-9.009528862219376,0
0,0.0,0.0,132,23,-11.38206522922373,9.883993083254196e-06,-9.088809063688778,0
0,0.0,0.0,36,13,-12.209101235029939,8.264022247028237e-06,-9.080394432786829,0
0,0.0,0.0,10,7,-12.676285597941575,1.1359970592142907e-06,-9.094113199264005,0
0,0.0,0.0,50,15,-11.806495218583773,3.101946661669562e-07,-9.169953602199119,0
0,0.0,0.0,28,11,-12.377552991486949,2.917724931787219e-06,-9.16830252155377,0
0,0.0,0.0,44,15,-12.23032043008846,1.5351919443741462e-05,-9.08577799951826,0
0,0.0,0.0,26,15,-12.100530546522796,7.828851053293739e-06,-8.84481733219931,0
2,0.14285714285714285,0.85098046388702,63,14,-11.862311056518553,0.010229090574932797,-6.229450895983714,0
1,0.05555555555555555,0.27106666244912353,84,18,-11.77843978712709,0.00011099487919729831,-8.954000131050552,0
0,0.0,0.0,75,20,-11.80595739551769,9.996258564355603e-06,-9.08270523440348,0
1,0.013888888888888888,0.35288287942084,952,72,-9.905303084156369,0.00017201477976772474,-8.749507396089909,0
1,0.034482758620689655,0.21036349912285582,224,29,-10.982246324359796,0.00011614467544182077,-9.085019842981202,0
0,0.0,0.0,44,15,-11.994280507262722,1.5301381375256305e-06,-9.154743758034394,0
0,0.0,0.0,90,19,-11.685290707833746,1.795015457371636e-05,-8.995245129798693,0
1,0.06666666666666667,0.21036349912285582,63,15,-11.849815603907512,0.00011143977833470927,-9.095163455677897,0
0,0.0,0.0,40,13,-12.203247034292701,5.766827201149464e-07,-9.133970802480086,0
0,0.0,0.0,60,16,-11.908159708905075,7.425559021885175e-06,-9.014757127339237,0
0,0.0,0.0,162,33,-11.328178179350726,2.0249815212401946e-05,-8.889133213637326,0
1,0.045454545454545456,0.21036349912285582,132,22,-11.196581221352016,0.00011495589774325873,-9.078727398177985,0
1,0.07142857142857142,0.27106666244912353,50,14,-12.17962466175924,0.0001123036803906312,-8.989687878354607,0
0,0.0,0.0,42,13,-12.11779480354975,5.68343735844135e-06,-9.122177797412112,0
0,0.0,0.0,28,11,-12.425867220210975,6.3666680775430876e-06,-9.119154498870614,0
0,0.0,0.0,108,21,-11.514472124774572,2.082604261403123e-06,-9.13767742048064,0
1,0.1,0.21036349912285582,28,10,-12.206962229552698,0.00010583524920154039,-9.089437316686652,0
1,0.01639344262295082,0.2692648252676977,336,61,-10.508479658180887,0.00014215145877312884,-8.671541300333345,0
0,0.0,0.0,198,29,-11.158145012450872,1.281824242616212e-05,-9.015737084474754,0
0,0.0,0.0,322,37,-10.808721925025086,1.692130278295151e-05,-9.047605838499855,0
0,0.0,0.0,6,7,-12.885853728876285,2.5244038597719126e-06,-9.153206689684824,0
0,0.0,0.0,85,22,-11.433348710665317,1.2066026268760861e-05,-9.025149345320088,0
1,0.1,0.21036349912285582,10,10,-12.571579744979475,0.00010731618411006496,-8.958207225686948,0
1,0.05555555555555555,0.24841447929464058,84,18,-11.717881976034874,0.000112886503670884,-9.052092909304275,0
0,0.0,0.0,32,18,-11.983364650150055,4.440435037538029e-06,-9.076778438696357,0
0,0.0,0.0,44,15,-12.0124101948317,2.592658928553307e-06,-9.039272345488111,0
0,0.0,0.0,204,29,-11.166134622413889,1.301936730220107e-05,-9.06026378824929,0
2,0.10526315789473684,0.6652532076616758,110,19,-11.538896369922496,0.00024109291278862655,-8.478280191131802,0
0,0.0,0.0,176,30,-11.206225128130288,1.8290605933428842e-05,-9.077157642208874,0
1,0.038461538461538464,0.31888478042642665,110,26,-11.534725517085022,0.00012105748361328129,-8.792003763149376,0
0,0.0,0.0,40,13,-12.147295354283859,5.748785038191561e-06,-9.149367992379629,0
2,0.03571428571428571,0.9181848950120233,616,56,-10.24112748497204,0.00025110700482674445,-8.534992765692941,0
0,0.0,0.0,30,11,-12.251105377397856,1.8352983810533861e-06,-9.161060745005773,0
0,0.0,0.0,119,24,-11.567550077201094,1.1039259617148957e-05,-9.01577110799716,0
0,0.0,0.0,65,18,-11.696746274845951,2.734175638628918e-07,-9.16232439623849,0
0,0.0,0.0,108,21,-11.582201828710357,3.4443364416405244e-06,-9.135745272939717,0
0,0.0,0.0,48,14,-11.998031006004815,5.633920866882335e-06,-9.134517428446419,0
5,0.09433962264150944,1.6149216907275448,517,53,-10.394393770523848,0.0005937779464161518,-8.412025185965042,0
0,0.0,0.0,96,20,-11.607860713967053,9.603807311920854e-06,-9.056244084755926,0
1,0.02857142857142857,0.3459097877377601,243,35,-10.980807878218304,0.0001334602642387172,-8.817458004868527,0
0,0.0,0.0,141,50,-10.90375120739608,1.428186448908456e-06,-8.999663674714618,0
0,0.0,0.0,49,14,-12.15421452830793,5.898060666547177e-06,-9.10502008908807,0
0,0.0,0.0,14,9,-12.579306937178657,1.21134715155738e-06,-9.09100239996393,0
3,0.2,0.7568384943252946,80,15,-11.772093388377609,0.0003254849427378603,-8.786087945314561,0
0,0.0,0.0,40,13,-12.264103749714163,7.360881672595124e-06,-9.123876105827264,0
0,0.0,0.0,180,27,-11.286345493776825,1.4383794030011068e-05,-9.070108048870557,0
1,0.04,0.2675293464213789,169,25,-11.356043451716225,0.00012664690447105172,-8.841676384462474,0
0,0.0,0.0,26,15,-12.282102459175977,1.5709855492255565e-06,-9.145645742367666,0
6,0.05128205128205128,2.447174563632321,812,117,-9.408262268377428,0.010778952628280882,-6.9434047303092115,0
0,0.0,0.0,72,17,-11.700927056573558,3.662462886191945e-06,-9.04001810087441,0
2,0.10526315789473684,0.6001179015892695,80,19,-11.621667775786015,0.00022223179958024672,-8.63648352855255,0
1,0.14285714285714285,0.21036349912285582,7,7,-12.713519216217602,0.00010252499279182815,-9.014485893588757,0
0,0.0,0.0,210,29,-11.045715196299557,6.985481301661335e-06,-9.041364983521614,0
0,0.0,0.0,28,16,-12.102417259606284,4.507621764081856e-06,-8.940989970700915,0
2,0.08695652173913043,0.5403314877168213,126,23,-11.474301647312117,0.00022794160141530195,-8.883078693184878,0
0,0.0,0.0,28,11,-12.322505278475592,2.9960247002762158e-06,-9.148757644848546,0
0,0.0,0.0,60,19,-11.730083414790984,1.7379930175121382e-06,-9.157829811455725,0
1,0.14285714285714285,0.2692648252676977,16,7,-12.621155351689712,0.00010740504776950907,-8.905708311113356,0
1,0.043478260869565216,0.2692648252676977,119,23,-11.564328389260055,0.00012552504417750213,-8.931743321301377,0
1,0.07142857142857142,0.21036349912285582,50,14,-11.978917112764286,0.00011350009618375636,-9.02569280504011,0
0,0.0,0.0,336,40,-10.681212554861066,1.743762278495566e-05,-8.936495034909811,0
0,0.0,0.0,564,59,-10.251649402775119,1.922027108594771e-05,-8.950102209292194,0
1,0.0625,0.21036349912285582,72,16,-11.74726099598184,0.0001091213859869315,-9.094708058373389,0
1,0.2,0.21036349912285582,5,5,-12.940539258881797,0.00010377917389606985,-8.988129009867293,0
0,0.0,0.0,28,11,-12.34896025466945,1.3443810411810596e-06,-9.159989133856126,0
1,0.045454545454545456,0.21036349912285582,126,22,-11.479398685024268,0.00012395513124535432,-8.972748619481251,0
1,0.16666666666666666,0.3068914551333069,6,6,-12.836764051118713,0.0001005721108807494,-8.559021441786316,0
0,0.0,0.0,112,22,-11.430281208755389,3.759643870725472e-06,-9.065949170930054,0
0,0.0,0.0,240,31,-10.983316452101347,2.6406800245658812e-05,-8.85010220781724,0
0,0.0,0.0,390,41,-10.068919772946895,4.37706954785201e-06,-9.003635918529941,0
0,0.0,0.0,60,17,-11.638016536059936,2.4694969085786845e-06,-9.139437777268174,0
0,0.0,0.0,8,6,-12.854381368861755,1.2221928031485598e-06,-9.176318476638208,0
1,0.16666666666666666,0.21036349912285582,6,6,-12.732847849663647,0.00010443663086380568,-8.970395363433159,0
2,0.125,0.5779581175824304,77,16,-11.945536886726583,0.00021690353814776494,-8.8427930892359,0
0,0.0,0.0,12,13,-12.35230190620408,3.440405889044006e-06,-9.102002305748455,0
1,0.04,0.3395625913579074,120,25,-11.489894160270467,0.00011402626950262114,-8.826549746948922,0
0,0.0,0.0,135,24,-11.534618057804533,2.1632166939594962e-05,-9.05433481562975,0
0,0.0,0.0,105,26,-11.460448666777758,7.662144988232592e-07,-9.1312611232158,0
1,0.09090909090909091,0.21036349912285582,32,11,-12.158738774931415,0.00011048095856263481,-9.036691803674376,0
1,0.08333333333333333,0.24841447929464058,36,12,-12.236373888108353,0.0001147565215666124,-8.984729475706013,0
0,0.0,0.0,20,9,-12.563840939028555,1.2913794430628197e-06,-9.16439599640422,0
0,0.0,0.0,56,18,-11.787390857223011,1.2256558253531017e-06,-9.119703551135817,0
0,0.0,0.0,55,16,-11.96976610496769,4.407100730230014e-06,-9.143844340697303,0
0,0.0,0.0,24,10,-12.552314395225288,1.7646836635054787e-06,-9.164598850969206,0
1,0.043478260869565216,0.557592394556904,119,23,-11.371913651437609,0.00011197457975974158,-8.52162650789358,0
0,0.0,0.0,40,14,-12.007648942246444,7.07451494522104e-07,-9.169313181632262,0
2,0.015625,0.6717676598472666,1624,128,-9.049578401737069,0.00033534712725224715,-8.45018229386464,0
2,0.05263157894736842,0.6102704447087896,396,38,-10.77120024978841,0.0002417094267042335,-8.824178850486188,0
0,0.0,0.0,70,17,-11.698511787198669,1.5682299313789286e-06,-9.160401887105436,0
0,0.0,0.0,30,13,-12.363695053560123,3.0286361112573586e-06,-9.139215124457108,0
1,0.07692307692307693,0.31888478042642665,13,13,-12.306269038135255,0.00010265031184937781,-8.454809647549405,0
2,0.09523809523809523,0.5274481661757613,102,21,-11.75426281737952,0.0002297497187083011,-8.860701084454988,0
0,0.0,0.0,56,18,-11.821900714961211,2.186630471411307e-07,-9.158290725497782,0
2,0.10526315789473684,0.5482985121488184,110,19,-11.445987066925028,0.0002188089039223369,-8.793549986332636,0
0,0.0,0.0,117,22,-11.477974840373355,2.1765035837101255e-06,-9.1404324551585,0
1,0.058823529411764705,0.21036349912285582,65,17,-11.691383849871286,0.0001245790302593574,-8.845585031538292,0
0,0.0,0.0,21,10,-12.490772286979915,5.319445835006885e-06,-9.140378948870097,0
0,0.0,0.0,55,16,-12.00746334035921,8.380449644136187e-06,-9.114318831854014,0
0,0.0,0.0,12,8,-12.56388058394963,6.862713426978904e-08,-9.170891377179197,0
0,0.0,0.0,396,40,-10.540697359327341,2.874876889493509e-05,-8.90833468166975,0
0,0.0,0.0,476,45,-10.551752791495462,3.87800328154671e-05,-8.91913064861783,0
5,0.2777777777777778,1.620713053216842,126,18,-11.452053248716538,0.010559874417052797,-6.643702322372055,0
1,0.2,0.3068914551333069,5,5,-12.824454505585411,0.00010135021496489058,-8.515620814393598,0
0,0.0,0.0,72,22,-11.741315382923661,1.5031301053965123e-06,-9.096595270044661,0
1,0.045454545454545456,0.3459097877377601,120,22,-11.412296751647133,0.0001169425972179844,-8.685923251848564,0
0,0.0,0.0,135,24,-11.449553958445412,9.170153149107083e-06,-9.083274999762379,0
1,0.047619047619047616,0.30006947305014264,112,21,-11.433760766023774,0.0001122812689639143,-8.81979362169485,0
0,0.0,0.0,100,25,-11.424366107474732,1.0448329775662856e-05,-8.885505824920005,0
0,0.0,0.0,25,10,-12.121885266059742,2.543508939243538e-06,-9.151571541784755,0
1,0.047619047619047616,0.21036349912285582,112,21,-11.630541257205097,0.00011908848753903351,-9.055772918695226,0
0,0.0,0.0,48,14,-12.10897119333119,4.94704476414274e-06,-9.079098564558429,0
0,0.0,0.0,90,19,-11.63328015505786,5.856421032543855e-06,-9.140674690241664,0
1,0.05,0.2597159513366638,108,20,-11.723476860343862,0.0001312786482093737,-8.941078024878493,0
0,0.0,0.0,58,31,-11.470354283205726,2.539684207155406e-06,-9.029786740323546,0
1,0.05555555555555555,0.21036349912285582,70,18,-11.8134256927483,0.00010908081811751262,-9.091927632757322,0
0,0.0,0.0,90,21,-11.68396479360715,1.2815477806376692e-05,-8.994333989046265,0
0,0.0,0.0,308,39,-10.667851930364208,1.769387399895275e-05,-8.791124894389316,0
0,0.0,0.0,10,7,-12.701106918503804,2.343582709367135e-06,-9.113116322025297,0
0,0.0,0.0,39,16,-12.161196314969956,8.734907077396439e-06,-9.106308992487708,0
1,0.09090909090909091,0.21036349912285582,32,11,-12.00406633048518,0.00010578346751812414,-9.09060551048087,0
0,0.0,0.0,44,15,-11.8878351313497,1.3965269374341578e-06,-9.161862690417024,0
0,0.0,0.0,66,17,-11.887484970785263,5.070397690653946e-06,-9.102166192432726,0
0,0.0,0.0,95,24,-11.429100069335192,1.1610094717163641e-05,-8.978414971059829,0
1,0.047619047619047616,0.27106666244912353,120,21,-11.577225556598993,0.000121270207993547,-8.972732044420823,0
1,0.1,0.31888478042642665,30,10,-12.026386218306522,0.00010398781413784588,-8.833043129358444,0
0,0.0,0.0,105,22,-11.649943332787899,1.3544522629095743e-05,-9.004815809243667,0
0,0.0,0.0,4,5,-12.819109257465342,4.680296419923124e-10,-9.199231288513971,0
2,0.1,0.6693776849377198,105,20,-11.67877952674798,0.0002218148721934961,-8.684561056922394,0
1,0.1111111111111111,0.21036349912285582,25,9,-12.39886381768433,0.00010955487047172555,-9.0476190711148,0
1,0.038461538461538464,0.2969438011153272,162,26,-11.392893836872936,0.00013555814108596188,-8.817060113625649,0
0,0.0,0.0,19,20,-12.020206435914986,6.985972755972878e-06,-9.064001386379552,0
0,0.0,0.0,84,19,-11.704872838698893,5.01272318736751e-06,-9.103571416489805,0
2,0.09090909090909091,0.9097794170776401,95,22,-11.466511321229422,0.00021304631226625972,-8.28205005128876,0
2,0.16666666666666666,0.5385296505353954,45,12,-12.147790946453865,0.00021574822540284156,-8.838991996805536,0
0,0.0,0.0,14,15,-12.205889278239209,1.33743397401055e-07,-9.10913059361105,0
0,0.0,0.0,42,13,-12.170514738479156,2.669115587011653e-06,-9.121684430869987,0
2,0.06896551724137931,0.5307826137857874,228,29,-11.095973418537202,0.0002457621589798315,-8.870497673418555,0
0,0.0,0.0,5,6,-12.69090466438224,2.3809419851920926e-08,-9.17078691819541,0
1,0.04,0.21036349912285582,133,25,-11.369960213282084,0.00012151938648795975,-9.010708821656241,0
0,0.0,0.0,11,12,-12.49504627395281,3.936062439173647e-06,-9.114690890749456,0
0,0.0,0.0,9,10,-12.551938887049953,3.4334043151564687e-06,-9.117491345423872,0
1,0.041666666666666664,0.2692648252676977,136,24,-11.402520313578844,0.00012043418907030004,-8.903669227511713,0
0,0.0,0.0,16,10,-12.521109140936517,2.5455351268828404e-07,-9.144297070244015,0
0,0.0,0.0,10,11,-12.267059150748182,7.131576742751639e-08,-9.171121444818091,0
0,0.0,0.0,234,45,-10.805997498505587,1.594579861288897e-06,-9.069761760596254,0
4,0.3076923076923077,1.110603920305392,70,13,-11.781099325719797,0.00043021153645336497,-8.472435487107212,0
1,0.07692307692307693,0.21036349912285582,13,13,-12.232477451089796,0.00011204295030340813,-8.852133921537604,0
0,0.0,0.0,64,20,-11.717449364471797,3.2289490681099006e-06,-9.079369753338042,0
2,0.08333333333333333,0.6235373702501024,165,24,-11.101070488534635,0.00021295835035249006,-8.799089122151923,0
0,0.0,0.0,23,24,-11.921378394922193,6.663363293679385e-06,-8.898010573399638,0
0,0.0,0.0,7,8,-12.626030321681473,1.1392541829268818e-06,-9.163682716817762,0
0,0.0,0.0,77,18,-11.833801930421977,1.561376100495546e-05,-9.061272276503738,0
1,0.021739130434782608,0.3395625913579074,396,46,-10.39414305007243,0.00011873421578111922,-8.798924378528834,0
2,0.08,0.723765872775386,162,25,-11.382719724062273,0.0002202218891409434,-8.694561355041971,0
0,0.0,0.0,119,24,-11.405750170681802,2.736622839609086e-06,-9.104151521557016,0
1,0.1,0.21036349912285582,28,10,-12.23927532456685,0.00010583150771849231,-9.09173265672733,0
0,0.0,0.0,312,38,-10.305220628439383,3.1981734821016105e-05,-8.86452740836707,0
0,0.0,0.0,55,16,-11.78967925918469,9.891052061180295e-06,-8.9326451816227,0
1,0.04,0.21036349912285582,168,25,-10.97151626254589,0.0001222261360717101,-8.996026373710485,0
1,0.02702702702702703,0.45488970853882005,297,37,-10.620274894702362,0.00012903310113285835,-8.544422106451952,0
0,0.0,0.0,75,20,-11.693941780156935,3.0553129294049804e-06,-9.089006304554713,0
2,0.15384615384615385,0.731703566326021,54,13,-11.999285353451661,0.000204640667520776,-8.608854315269307,0
0,0.0,0.0,72,17,-11.780675232122501,5.8104977554223816e-06,-9.128936858316067,0
1,0.08333333333333333,0.21036349912285582,12,12,-12.454611412603235,0.00010393058960330362,-8.995961216903176,0
0,0.0,0.0,12,13,-12.054263283139147,1.2379217451222074e-06,-9.149340275011593,0
2,0.07692307692307693,0.6494703538030775,160,26,-11.372422500820262,0.0002503618989331093,-8.657357272764443,0
0,0.0,0.0,133,26,-11.186643605905562,6.192417420584005e-06,-9.096893487842518,0
1,0.07142857142857142,0.21036349912285582,44,14,-11.994071131983905,0.00011005239368128315,-9.036310931022545,0
0,0.0,0.0,20,9,-12.559393522759162,5.60484138368025e-06,-9.136540571338493,0
0,0.0,0.0,55,16,-11.918170304214605,3.611427903775453e-06,-9.041117627426758,0
0,0.0,0.0,90,23,-11.57265252806949,7.249930616147445e-06,-9.020843820582948,0
1,0.045454545454545456,0.21036349912285582,102,22,-11.538686035042524,0.00011966632025458974,-8.893909914643515,0
0,0.0,0.0,84,20,-11.64839711647781,5.9975335207094005e-06,-9.119444277710215,0
1,0.037037037037037035,0.2729393200155845,180,27,-11.320020076780143,0.00013171149085971929,-8.952116024668499,0
1,0.08333333333333333,0.21036349912285582,40,12,-12.068494342624257,0.00010980957340492542,-9.039730188219856,0
0,0.0,0.0,9,10,-12.376163675689202,2.0331080857648865e-08,-9.182954150286989,0
2,0.046511627906976744,0.79569510454726,476,43,-10.484490375321696,0.010319248213540091,-7.37624079510578,0
0,0.0,0.0,56,18,-11.917076531090352,5.4204478942812125e-06,-9.095940002356414,0
0,0.0,0.0,40,14,-12.128884136941991,1.7493793062521872e-06,-9.153750659953202,0
0,0.0,0.0,10,11,-12.536408723248737,1.3664209664274192e-06,-9.13657030172639,0
0,0.0,0.0,42,13,-12.138537246084397,7.629205293336211e-06,-9.069333622789355,0
1,0.14285714285714285,0.21036349912285582,7,7,-12.793485502113311,0.00010602768971312124,-8.972260290399404,0
1,0.07692307692307693,0.2597159513366638,48,13,-12.107997002989006,0.0001060769321147244,-9.041018352195724,0
0,0.0,0.0,60,17,-11.85263181444628,3.104044209266674e-06,-9.133992053337622,0
0,0.0,0.0,36,12,-12.213666069992653,5.285557800889737e-06,-9.147583609608644,0
0,0.0,0.0,180,28,-11.195868063490147,5.75992802343634e-06,-9.089430737705088,0
0,0.0,0.0,264,34,-11.032288945351077,4.0474054504781906e-05,-8.915287498271677,0
1,0.038461538461538464,0.3395625913579074,182,26,-11.277338179571059,0.00011417251583881049,-8.880989378333277,0
4,0.10256410256410256,1.6550579829996626,442,39,-10.033225506513503,0.0004460344307858581,-8.316574923628137,0
1,0.03571428571428571,0.21036349912285582,138,28,-11.341044403441431,0.00011982151196025364,-9.01593038771529,0
0,0.0,0.0,136,25,-11.45910509635626,8.131212108951424e-06,-9.099235172877371,0
0,0.0,0.0,99,20,-11.645006136327938,5.311715958892524e-06,-9.080707251782506,0
1,0.041666666666666664,0.26424150179314526,150,24,-11.404202877893754,0.00012141488305688226,-9.008884632987144,0
0,0.0,0.0,154,25,-11.241194728193397,1.2920109990397595e-05,-9.029390488086852,0
0,0.0,0.0,11,12,-12.368815986553567,3.285429907025875e-08,-9.15360962774994,0
1,0.05263157894736842,0.2675293464213789,96,19,-11.788796433710214,0.00011864279769708449,-8.988454302600775,0
0,0.0,0.0,25,10,-12.294690392441305,1.1080192527805815e-07,-9.145320268007733,0
3,0.15789473684210525,0.7810697506468889,117,19,-11.590425730058698,0.0003326693886208582,-8.8506606251511,0
1,0.1,0.21036349912285582,10,10,-12.571579744979475,0.00010731618411006494,-8.958207225686948,0
0,0.0,0.0,114,25,-11.501024656243992,1.6684338545750032e-05,-9.038607411898052,0
3,0.08333333333333333,1.0408239595120425,338,36,-10.234135819072115,0.00032811659678351013,-8.652508878691766,0
1,0.041666666666666664,0.27903368688112073,136,24,-11.519696757676162,0.0001276556442421075,-8.911134500966721,0
0,0.0,0.0,90,21,-11.518886590961873,3.838979267996923e-06,-9.04680457559681,0
0,0.0,0.0,144,25,-11.14266674195487,6.943728915941158e-06,-8.984858564486863,0
0,0.0,0.0,40,13,-12.119188752765849,5.832519926856038e-06,-9.025958942452078,0
0,0.0,0.0,76,23,-11.657172185240139,5.1894565401946595e-06,-9.081998230349665,0
0,0.0,0.0,188,51,-10.85797365833929,1.89235833182782e-06,-9.044066684612968,0
0,0.0,0.0,68,21,-11.85709111894823,1.150183722711926e-05,-9.037539116052379,0
0,0.0,0.0,56,15,-11.82030435300355,2.0899918691353127e-07,-9.178629903994107,0
0,0.0,0.0,40,13,-12.200897114442702,1.836780648920459e-06,-9.151991198117756,0
4,0.25,1.3587692641154068,91,16,-11.746344300348444,0.0004186999356715265,-8.406109778343378,0
2,0.07692307692307693,0.7235069124208602,147,26,-11.227200747521245,0.00021348662938867148,-8.608290753668319,0
0,0.0,0.0,72,17,-11.974940397163532,1.7264790119490898e-05,-9.055517742898182,0
3,0.10714285714285714,1.091239917694028,234,28,-11.076271202753118,0.00031946295159075087,-8.628249449661073,0
0,0.0,0.0,96,22,-11.447515611040053,1.3823903806605903e-06,-9.115881973486376,0
0,0.0,0.0,60,16,-11.872061275537952,5.593453490222427e-06,-9.04266286704135,0
0,0.0,0.0,91,20,-11.716915587792322,1.677539929829794e-05,-9.044874683403803,0
5,0.2777777777777778,1.264968924956599,130,18,-11.532203431812707,0.0005536113661307207,-8.630799912454565,0
1,0.08333333333333333,0.21036349912285582,40,12,-12.12093773432851,0.00011170245531982768,-9.02356615876424,0
0,0.0,0.0,204,29,-10.863774616686285,1.3511969331893835e-05,-9.035772911890966,0
0,0.0,0.0,70,19,-11.783420719334469,3.913646835414528e-06,-9.114719024883858,0
0,0.0,0.0,115,28,-11.432632440935942,8.873788603837244e-06,-9.023151268019589,0
0,0.0,0.0,65,18,-11.64628889887383,1.513524281513073e-06,-9.150179129699483,0
1,0.058823529411764705,0.21036349912285582,81,17,-11.630422460617023,0.0001106451126690863,-9.096425673948934,0
0,0.0,0.0,180,27,-11.336216123645238,1.8514625396604965e-05,-9.08078230796201,0
1,0.05555555555555555,0.21036349912285582,84,18,-11.682582753648958,0.00010987964331883737,-8.990536050883183,0
0,0.0,0.0,135,24,-11.405775562702928,1.2382351224300257e-05,-9.092976446360915,0
3,0.13636363636363635,1.2097487338524195,156,22,-11.113290586583993,0.0003287147120834768,-8.31030925074122,0
0,0.0,0.0,153,26,-11.29577664114793,5.861668915424805e-06,-9.063110523865678,0
0,0.0,0.0,70,19,-11.635695412278753,5.912243818122228e-06,-8.898084330759744,0
4,0.05714285714285714,1.3624900195305765,1008,70,-9.887602485527623,0.0005264631355780723,-8.456846692923598,0
